LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
05a4e13c8f8892b40f457e58195271839c253e738b2a4a3fe98ce9f45880695f,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
05a4e13c8f8892b40f457e58195271839c253e738b2a4a3fe98ce9f45880695f,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
104aed0a570454905c714411fff45406314dbb0cdcbf92eedea9999a868ddd0d,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
104aed0a570454905c714411fff45406314dbb0cdcbf92eedea9999a868ddd0d,2,Draught proofing,Draught proofing,10.0,,£150 - £250
104aed0a570454905c714411fff45406314dbb0cdcbf92eedea9999a868ddd0d,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
1258fcc072a4e3fcfd2d4eea98fdb918ed8e97649eecc4a34595723126930f7c,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
1399ea20d4fc3b047cf1e06ca9a65fbfa0dec5e1f05794fe5c8b01a495a92862,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
1399ea20d4fc3b047cf1e06ca9a65fbfa0dec5e1f05794fe5c8b01a495a92862,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£5,000 - £10,000"
392f1eb690b8705c90d741fbed8200b5fe4029ed0f02e3ecba8ad7bcb44ed24a,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
392f1eb690b8705c90d741fbed8200b5fe4029ed0f02e3ecba8ad7bcb44ed24a,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
4c41c08c0818d28a574fd6e8b37c69a73b95e3dcbe77d6a87f306001af244690,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
4f6a1ea1971053f47264679f73fa18bc74eb0452a640b4efdd0c377449fd7128,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
4f6a1ea1971053f47264679f73fa18bc74eb0452a640b4efdd0c377449fd7128,2,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3.0,,£20 - £40
5d09e292ce526a701a9aff8b73b15fe9275a0083d27838ea10c0b38ffcdf2c9d,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
5fe1cab5602d7a627643d6266914b82fbfbc19af7471fad55a0da55ff0b4620f,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
5fe1cab5602d7a627643d6266914b82fbfbc19af7471fad55a0da55ff0b4620f,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
5fe1cab5602d7a627643d6266914b82fbfbc19af7471fad55a0da55ff0b4620f,3,Draught proofing,Draught proofing,10.0,,£150 - £250
5fe1cab5602d7a627643d6266914b82fbfbc19af7471fad55a0da55ff0b4620f,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
5fe1cab5602d7a627643d6266914b82fbfbc19af7471fad55a0da55ff0b4620f,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
5fe1cab5602d7a627643d6266914b82fbfbc19af7471fad55a0da55ff0b4620f,6,Wind turbine,Wind turbine,44.0,,"£5,000 - £20,000"
605e52cba4605c17df08fdfd84df3a725bf0f37d4da57c1962a306736edd06ba,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
605e52cba4605c17df08fdfd84df3a725bf0f37d4da57c1962a306736edd06ba,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£5,000 - £10,000"
605e52cba4605c17df08fdfd84df3a725bf0f37d4da57c1962a306736edd06ba,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£90 - £105
605e52cba4605c17df08fdfd84df3a725bf0f37d4da57c1962a306736edd06ba,4,High heat retention storage heaters,High heat retention storage heaters,60.0,,"£1,200 - £2,400"
605e52cba4605c17df08fdfd84df3a725bf0f37d4da57c1962a306736edd06ba,5,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,"£600 - £1,500"
6674e8f14b25df0be0e16db6327d7e7af6d03e8066cac4a44a1fd085bea5b683,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
6674e8f14b25df0be0e16db6327d7e7af6d03e8066cac4a44a1fd085bea5b683,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£90 - £105
6955072aa3c5a55f56aac051250f3c348aaaeb9a2ba069bc252b4f79c40d82ba,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
6955072aa3c5a55f56aac051250f3c348aaaeb9a2ba069bc252b4f79c40d82ba,2,Draught proofing,Draught proofing,10.0,,£150 - £250
6955072aa3c5a55f56aac051250f3c348aaaeb9a2ba069bc252b4f79c40d82ba,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
71e7a85edabd61c991d17043aaa4d5a782d269aacb69c258d0b85b026d52509d,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
71e7a85edabd61c991d17043aaa4d5a782d269aacb69c258d0b85b026d52509d,2,Draught proofing,Draught proofing,10.0,,£150 - £250
71e7a85edabd61c991d17043aaa4d5a782d269aacb69c258d0b85b026d52509d,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
7d77390955412b8d68df2fe77059c1dcb1ffe7d8ae6fe678035e5d218db7ff9a,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
7d77390955412b8d68df2fe77059c1dcb1ffe7d8ae6fe678035e5d218db7ff9a,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
7eda902a620961801a5a0252215ea169acd70ee325b929607c8a0219f089074f,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
7eda902a620961801a5a0252215ea169acd70ee325b929607c8a0219f089074f,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
7eda902a620961801a5a0252215ea169acd70ee325b929607c8a0219f089074f,3,Draught proofing,Draught proofing,10.0,,£150 - £250
7eda902a620961801a5a0252215ea169acd70ee325b929607c8a0219f089074f,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
8749c8d0a3e13401f7a3c13a53dd1d67e9cb3aa8e4bfcfc8bbcb236fa9044a4f,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
8749c8d0a3e13401f7a3c13a53dd1d67e9cb3aa8e4bfcfc8bbcb236fa9044a4f,2,Draught proofing,Draught proofing,10.0,,£150 - £250
8749c8d0a3e13401f7a3c13a53dd1d67e9cb3aa8e4bfcfc8bbcb236fa9044a4f,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£300 - £350
8749c8d0a3e13401f7a3c13a53dd1d67e9cb3aa8e4bfcfc8bbcb236fa9044a4f,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
8749c8d0a3e13401f7a3c13a53dd1d67e9cb3aa8e4bfcfc8bbcb236fa9044a4f,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
884db475c48f4052d4753da531358b320109f321f91500a067dcdf1d38eb87a0,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
884db475c48f4052d4753da531358b320109f321f91500a067dcdf1d38eb87a0,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
8f28b051f695c59c7503c09541e3cbf7d9b385ec4b3507330749104d9517b6f8,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
8f28b051f695c59c7503c09541e3cbf7d9b385ec4b3507330749104d9517b6f8,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
8f28b051f695c59c7503c09541e3cbf7d9b385ec4b3507330749104d9517b6f8,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
9e41a2cea09b84c44c62101e15461d94b64460821bb4af5240cb675780afe867,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
9e41a2cea09b84c44c62101e15461d94b64460821bb4af5240cb675780afe867,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£5,000 - £10,000"
9e41a2cea09b84c44c62101e15461d94b64460821bb4af5240cb675780afe867,3,Draught proofing,Draught proofing,10.0,,£150 - £250
9e41a2cea09b84c44c62101e15461d94b64460821bb4af5240cb675780afe867,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£90 - £105
9e41a2cea09b84c44c62101e15461d94b64460821bb4af5240cb675780afe867,5,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
a50e666f67c108b39ff90788cc7aa4ebda8398e29d911d238635e6f8444e37ff,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
a50e666f67c108b39ff90788cc7aa4ebda8398e29d911d238635e6f8444e37ff,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
a50e666f67c108b39ff90788cc7aa4ebda8398e29d911d238635e6f8444e37ff,3,Draught proofing,Draught proofing,10.0,,£150 - £250
a50e666f67c108b39ff90788cc7aa4ebda8398e29d911d238635e6f8444e37ff,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
b07ba250aded3f629e2628bfadddf2bc6d69be44ddd6f8095a4279e8bff70366,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
b07ba250aded3f629e2628bfadddf2bc6d69be44ddd6f8095a4279e8bff70366,2,Draught proofing,Draught proofing,10.0,,£150 - £250
b07ba250aded3f629e2628bfadddf2bc6d69be44ddd6f8095a4279e8bff70366,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£120 - £140
b07ba250aded3f629e2628bfadddf2bc6d69be44ddd6f8095a4279e8bff70366,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
c9d2169ac3df493a49b2b6eb0cf63f322a1477327a048356da52078cbc2a7bdd,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,"£900 - £1,200"
c9d2169ac3df493a49b2b6eb0cf63f322a1477327a048356da52078cbc2a7bdd,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
c9d2169ac3df493a49b2b6eb0cf63f322a1477327a048356da52078cbc2a7bdd,3,Draught proofing,Draught proofing,10.0,,£150 - £250
c9d2169ac3df493a49b2b6eb0cf63f322a1477327a048356da52078cbc2a7bdd,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
cd6b15d0766cee8c873b270071faabf50d5faa559d88d9d9d0c280ab1ff1070e,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
cd6b15d0766cee8c873b270071faabf50d5faa559d88d9d9d0c280ab1ff1070e,2,Draught proofing,Draught proofing,10.0,,£150 - £250
cd6b15d0766cee8c873b270071faabf50d5faa559d88d9d9d0c280ab1ff1070e,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
ef4662ca42b41b101a1771d564f48b5875dc984b65d2f660a7e6343199e40ce1,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
ef4662ca42b41b101a1771d564f48b5875dc984b65d2f660a7e6343199e40ce1,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
ef4662ca42b41b101a1771d564f48b5875dc984b65d2f660a7e6343199e40ce1,3,Draught proofing,Draught proofing,10.0,,£150 - £250
ef4662ca42b41b101a1771d564f48b5875dc984b65d2f660a7e6343199e40ce1,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
ef70fa8baa633a25a8f1e3ae9edde8b1c63a7fd7720d71a7105e2d9ef4783600,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,"£900 - £1,200"
ef70fa8baa633a25a8f1e3ae9edde8b1c63a7fd7720d71a7105e2d9ef4783600,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
ffa65ee7eb4ab20970dc5f80033b661374ba40d0f0e20e30a9b21cbbbdc6511a,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,"£900 - £1,200"
ffa65ee7eb4ab20970dc5f80033b661374ba40d0f0e20e30a9b21cbbbdc6511a,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
ffa65ee7eb4ab20970dc5f80033b661374ba40d0f0e20e30a9b21cbbbdc6511a,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£60 - £70
ffa65ee7eb4ab20970dc5f80033b661374ba40d0f0e20e30a9b21cbbbdc6511a,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
05ccb1af455f9dbbcc310d02a2dc4daf07019590e55da48e19d53cb2ff8dcfaa,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
05ccb1af455f9dbbcc310d02a2dc4daf07019590e55da48e19d53cb2ff8dcfaa,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
17e8856f2b181f4a25c7bd7f6fe3768e2158a170f211f9d23cf29475017338fe,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
17e8856f2b181f4a25c7bd7f6fe3768e2158a170f211f9d23cf29475017338fe,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
218cc08ccfce61dda84970c643a2475d690419f39a0adafb02b482a262f87bfa,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
218cc08ccfce61dda84970c643a2475d690419f39a0adafb02b482a262f87bfa,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
2ac91460a95cd8f9abfae831a1dbc060653385e037d7e9343becad10d89f4fa6,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
2ac91460a95cd8f9abfae831a1dbc060653385e037d7e9343becad10d89f4fa6,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
3333ec35277a91d8af97946364a9cb427bbfd28283fe19f00dd30cc678c2f1ee,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
3333ec35277a91d8af97946364a9cb427bbfd28283fe19f00dd30cc678c2f1ee,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
3d96febf02c16e76de9166d0cbe6f0d652e922c90811bf1f371ba7f9e07bd931,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
3d96febf02c16e76de9166d0cbe6f0d652e922c90811bf1f371ba7f9e07bd931,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
424bb093498638f034a422301cecdfae298b8d49d7285716fd3b5dcb91d919d1,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
424bb093498638f034a422301cecdfae298b8d49d7285716fd3b5dcb91d919d1,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
53c1df8dc96ccb5601c3edcccf3eedddcb97bd08687a5fab94279268ccc770d9,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
53c1df8dc96ccb5601c3edcccf3eedddcb97bd08687a5fab94279268ccc770d9,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
54d744998920d633f2cf8315198ff92efd673ed0ffa6ef5e11e249bacc5efbe1,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
54d744998920d633f2cf8315198ff92efd673ed0ffa6ef5e11e249bacc5efbe1,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
570e017f5df221a58add497bd4cc587d6c7396c57bfcef2d516129237aea9a05,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
570e017f5df221a58add497bd4cc587d6c7396c57bfcef2d516129237aea9a05,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
59f4ef829591575a8521c1a9c17680d6994f67ffb353ab9f0777dd3f223a4871,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
59f4ef829591575a8521c1a9c17680d6994f67ffb353ab9f0777dd3f223a4871,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
67b91e2b7c0a59fb734632d18f8170a7d3331920abe13089f30ac22329852b08,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
67b91e2b7c0a59fb734632d18f8170a7d3331920abe13089f30ac22329852b08,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
878ffa2b14a19fa16ec4b20ef970018a0a2183e6bdd109c7a29f9cfe6f300fb1,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
878ffa2b14a19fa16ec4b20ef970018a0a2183e6bdd109c7a29f9cfe6f300fb1,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
89e88af2a255125e16d688727207752c494e493b2cd59404c137ea3ad96b1187,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
89e88af2a255125e16d688727207752c494e493b2cd59404c137ea3ad96b1187,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
8c0e674856f8f876d01ab5a422ec41ffd31bed3c23d0635c44c354bc8a0b102a,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
8c0e674856f8f876d01ab5a422ec41ffd31bed3c23d0635c44c354bc8a0b102a,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
cec0cb077a909ea3446236793d28e6e3e467f7955510d6010709eb3f93c36b78,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
cec0cb077a909ea3446236793d28e6e3e467f7955510d6010709eb3f93c36b78,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
d5e6a89c26f17fd53bb1cd6e0b77d67080e54ad1b469662fd01482c98d2ca315,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
d5e6a89c26f17fd53bb1cd6e0b77d67080e54ad1b469662fd01482c98d2ca315,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
dc77df246b25eab5c87a28e04d8ceb98c37aa97f614dee505cfef13c0c98dbcf,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
dc77df246b25eab5c87a28e04d8ceb98c37aa97f614dee505cfef13c0c98dbcf,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
dca457c094ce1a0439ccb2578c53cf836097a12d6e2811be48ed662fbd5131e6,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
dca457c094ce1a0439ccb2578c53cf836097a12d6e2811be48ed662fbd5131e6,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
dca457c094ce1a0439ccb2578c53cf836097a12d6e2811be48ed662fbd5131e6,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£5,000 - £10,000"
dca457c094ce1a0439ccb2578c53cf836097a12d6e2811be48ed662fbd5131e6,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
efa2032a50fcd259c8b234a66b56c9b5c484e7efb17c26f40c3459d34ae4a09f,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
efa2032a50fcd259c8b234a66b56c9b5c484e7efb17c26f40c3459d34ae4a09f,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£5,000 - £10,000"
efa2032a50fcd259c8b234a66b56c9b5c484e7efb17c26f40c3459d34ae4a09f,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
f07f845bbc1423aa0e8537bc68e58ec6c01b5d316db4cce1ed83ae5e5333f306,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
f07f845bbc1423aa0e8537bc68e58ec6c01b5d316db4cce1ed83ae5e5333f306,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£210 - £245
f07f845bbc1423aa0e8537bc68e58ec6c01b5d316db4cce1ed83ae5e5333f306,3,Replacement glazing units,Replacement glazing units,56.0,,"£4,500 - £6,000"
fad11096a4fe3bc9d30fb37b5f2166b5f19296987794958d730e8af1dab1757a,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
fad11096a4fe3bc9d30fb37b5f2166b5f19296987794958d730e8af1dab1757a,2,Draught proofing,Draught proofing,10.0,,£150 - £250
fad11096a4fe3bc9d30fb37b5f2166b5f19296987794958d730e8af1dab1757a,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
07df3d637542780cfbb41bc2813136449496f3a23eb19039d26ed2225f6231f3,1,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
0e40dc643c527afa2e71452fbd3eafe7a86fa7c978dd68ef9d367ff302826c41,1,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
1612371373a3cbac620934171295ed8435166b69436c698aaa7d3a0a2440eb50,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£900 - £1,200"
1612371373a3cbac620934171295ed8435166b69436c698aaa7d3a0a2440eb50,2,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
1612371373a3cbac620934171295ed8435166b69436c698aaa7d3a0a2440eb50,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
37c1cf4d4502f3e677b461627dc368eb45ab93ff518e160d833fd7cf71ad1a5f,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
37c1cf4d4502f3e677b461627dc368eb45ab93ff518e160d833fd7cf71ad1a5f,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,500"
4512885a6d9f685fe57856f7e71e610f98e4796da2d4e92a0e21b5229b611e3c,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
5bb9afcaf97b04b969c26b28a72eb857a5bb0ce4052560f870aa9e16e307bc92,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
5bb9afcaf97b04b969c26b28a72eb857a5bb0ce4052560f870aa9e16e307bc92,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
71f7cb6480b19b33dd75967ee1c83b3eb44f5ebbb845fb267ae0e7746e561419,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
71f7cb6480b19b33dd75967ee1c83b3eb44f5ebbb845fb267ae0e7746e561419,2,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3.0,,£20 - £40
7724ca784bffae727888f8b2a6d1f3ce1e80669c04f0a38a5f1c4489ff70e541,1,High heat retention storage heaters and dual rate meter,High heat retention storage heaters,62.0,,"£1,200 - £2,400"
8013d239e68f4dfbe0bdfd5de3284b4957e8d2945b4eb1e4b9121cd80289a4bd,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
8013d239e68f4dfbe0bdfd5de3284b4957e8d2945b4eb1e4b9121cd80289a4bd,2,Draught proofing,Draught proofing,10.0,,£150 - £250
8013d239e68f4dfbe0bdfd5de3284b4957e8d2945b4eb1e4b9121cd80289a4bd,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
82ed54bdbbe2098a6dbce2011d943a552dac9bcef58a841c0de7f00c157b65b9,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
82ed54bdbbe2098a6dbce2011d943a552dac9bcef58a841c0de7f00c157b65b9,2,Draught proofing,Draught proofing,10.0,,£150 - £250
82ed54bdbbe2098a6dbce2011d943a552dac9bcef58a841c0de7f00c157b65b9,3,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£220 - £250
82ed54bdbbe2098a6dbce2011d943a552dac9bcef58a841c0de7f00c157b65b9,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £7,000"
82ed54bdbbe2098a6dbce2011d943a552dac9bcef58a841c0de7f00c157b65b9,5,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
82ed54bdbbe2098a6dbce2011d943a552dac9bcef58a841c0de7f00c157b65b9,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
b2680a1d1c986d31de1eb7e320e812fd8c3445c486d860f08ebb43e134b312dc,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£900 - £1,500"
b2680a1d1c986d31de1eb7e320e812fd8c3445c486d860f08ebb43e134b312dc,2,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,"£600 - £1,500"
bca8054feb18111b1e0dafad63742b1c7ac0bf044ce006d288f64e3612169992,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
bca8054feb18111b1e0dafad63742b1c7ac0bf044ce006d288f64e3612169992,2,Draught proofing,Draught proofing,10.0,,£150 - £250
bca8054feb18111b1e0dafad63742b1c7ac0bf044ce006d288f64e3612169992,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£60 - £70
bca8054feb18111b1e0dafad63742b1c7ac0bf044ce006d288f64e3612169992,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
bd3c3d9a80bc6b3d65a119dddef37e84e556e4eb91332ac7ca8ffa7975804a42,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
bd3c3d9a80bc6b3d65a119dddef37e84e556e4eb91332ac7ca8ffa7975804a42,2,High performance external doors,High performance external doors,48.0,,"£2,700 - £3,600"
019bb4ab1e900eaccf689e180ca2ba0d9c39d8f76fa278b1eed12497474c9056,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
019bb4ab1e900eaccf689e180ca2ba0d9c39d8f76fa278b1eed12497474c9056,2,Draught proofing,Draught proofing,10.0,,£150 - £250
019bb4ab1e900eaccf689e180ca2ba0d9c39d8f76fa278b1eed12497474c9056,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£480 - £560
019bb4ab1e900eaccf689e180ca2ba0d9c39d8f76fa278b1eed12497474c9056,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£4,500 - £6,000"
019bb4ab1e900eaccf689e180ca2ba0d9c39d8f76fa278b1eed12497474c9056,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£8,000 - £10,000"
323e81e6ec4dda67a17ea1ae4bd14b4fa9c13abc2d47834357aded719fe297e7,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£5,000 - £10,000"
3f2f855c68b59b0870891b06370f71d04bdde23f93c9b7fe27d12c1cb43fd555,1,Internal wall insulation,Internal wall insulation,7.0,,"£7,500 - £11,000"
